Language,Domain,Source,Meaning,Syntax,Form,Comments,Flag for review
Russian,Number,"Wade, T. (2020). A comprehensive Russian grammar. John Wiley & Sons.",SG,Noun,e,Prepositional - First declension,--
Russian,Number,"Wade, T. (2020). A comprehensive Russian grammar. John Wiley & Sons.",PL,Noun,y,Nominative Feminine - First declension,--
Russian,Number,"Wade, T. (2020). A comprehensive Russian grammar. John Wiley & Sons.",PL,Noun,--,Genitive Masculine - First declension,--
Russian,Number,"Wade, T. (2020). A comprehensive Russian grammar. John Wiley & Sons.",PL,Noun,am,Dative - First declension,--
Russian,Number,"Wade, T. (2020). A comprehensive Russian grammar. John Wiley & Sons.",PL,Noun,ami,Instrumental - First declension,--
Russian,Number,"Wade, T. (2020). A comprehensive Russian grammar. John Wiley & Sons.",PL,Noun,ah,Prepositional - First declension,--
Russian,Number,"Wade, T. (2020). A comprehensive Russian grammar. John Wiley & Sons.",SG,Noun,--,Nominative Masculine - Second declension,--
Russian,Number,"Wade, T. (2020). A comprehensive Russian grammar. John Wiley & Sons.",SG,Noun,a,Genitive Masculine - Second declension,--
Russian,Number,"Wade, T. (2020). A comprehensive Russian grammar. John Wiley & Sons.",SG,Noun,u,Dative Masculine - Second declension,--
Russian,Number,"Wade, T. (2020). A comprehensive Russian grammar. John Wiley & Sons.",SG,Noun,om,Instrumental Masculine - Second declension,--
Russian,Number,"Wade, T. (2020). A comprehensive Russian grammar. John Wiley & Sons.",SG,Noun,e,Prepositional Masculine - Second declension,--
Russian,Number,"Wade, T. (2020). A comprehensive Russian grammar. John Wiley & Sons.",PL,Noun,y,Nominative Masculine - Second declension,--
Russian,Number,"Wade, T. (2020). A comprehensive Russian grammar. John Wiley & Sons.",PL,Noun,ov,Genitive Masculine - Second declension,--
Russian,Number,"Wade, T. (2020). A comprehensive Russian grammar. John Wiley & Sons.",PL,Noun,am,Dative Masculine - Second declension,--
Russian,Number,"Wade, T. (2020). A comprehensive Russian grammar. John Wiley & Sons.",PL,Noun,ami,Instrumental Masculine - Second declension,--
Russian,Number,"Wade, T. (2020). A comprehensive Russian grammar. John Wiley & Sons.",PL,Noun,ah,Prepositional Masculine - Second declension,--
Russian,Number,"Wade, T. (2020). A comprehensive Russian grammar. John Wiley & Sons.",SG,Noun,o,Nominative/ Accusative Neuter - Second declension,--
Russian,Number,"Wade, T. (2020). A comprehensive Russian grammar. John Wiley & Sons.",SG,Noun,a,Genitive Neuter - Second declension,--
Russian,Number,"Wade, T. (2020). A comprehensive Russian grammar. John Wiley & Sons.",SG,Noun,u,Dative Neuter - Second declension,--
Russian,Number,"Wade, T. (2020). A comprehensive Russian grammar. John Wiley & Sons.",SG,Noun,om,Instrumental Neuter - Second declension,--
Russian,Number,"Wade, T. (2020). A comprehensive Russian grammar. John Wiley & Sons.",SG,Noun,e,Prepositional Neuter - Second declension,--
Russian,Number,"Wade, T. (2020). A comprehensive Russian grammar. John Wiley & Sons.",PL,Noun,a,Nominative Neuter - Second declension,--
Russian,Number,"Wade, T. (2020). A comprehensive Russian grammar. John Wiley & Sons.",PL,Noun,--,Genitive Neuter masculine - Second declension,--
Russian,Number,"Wade, T. (2020). A comprehensive Russian grammar. John Wiley & Sons.",PL,Noun,am,Dative Neuter - Second declension,--
Russian,Number,"Wade, T. (2020). A comprehensive Russian grammar. John Wiley & Sons.",PL,Noun,ami,Instrumental Neuter - Second declension,--
Russian,Number,"Wade, T. (2020). A comprehensive Russian grammar. John Wiley & Sons.",PL,Noun,ah,Prepositional Neuter - Second declension,--
Russian,Number,"Wade, T. (2020). A comprehensive Russian grammar. John Wiley & Sons.",SG,Noun,ja,Nominative/ Accusative Neuter - Second declension,--
Russian,Number,"Wade, T. (2020). A comprehensive Russian grammar. John Wiley & Sons.",SG,Noun,eni,Genitive/ Dative Neuter - Second declension,--
Russian,Number,"Wade, T. (2020). A comprehensive Russian grammar. John Wiley & Sons.",SG,Noun,enem,Instrumental Neuter - Second declension,--
Russian,Number,"Wade, T. (2020). A comprehensive Russian grammar. John Wiley & Sons.",SG,Noun,eni,Prepositional Neuter - Second declension,--
Russian,Number,"Wade, T. (2020). A comprehensive Russian grammar. John Wiley & Sons.",PL,Noun,ena,Nominative/ Accusative Neuter - Second declension,--
Russian,Number,"Wade, T. (2020). A comprehensive Russian grammar. John Wiley & Sons.",PL,Noun,en,Genitive Neuter - Second declension,--
Russian,Number,"Wade, T. (2020). A comprehensive Russian grammar. John Wiley & Sons.",PL,Noun,enam,Dative Neuter - Second declension,--
Russian,Number,"Wade, T. (2020). A comprehensive Russian grammar. John Wiley & Sons.",PL,Noun,enami,Instrumental Neuter - Second declension,--
Russian,Number,"Wade, T. (2020). A comprehensive Russian grammar. John Wiley & Sons.",PL,Noun,enah,Prepositional Neuter - Second declension,--
Russian,Number,"Wade, T. (2020). A comprehensive Russian grammar. John Wiley & Sons.",SG,Noun,--,Nominative/ Accusative Masculine/ Feminine - Third declension (-ь),--
Russian,Number,"Wade, T. (2020). A comprehensive Russian grammar. John Wiley & Sons.",SG,Noun,i,Genitive/ Dative Feminine - Second declension,--
Russian,Number,"Wade, T. (2020). A comprehensive Russian grammar. John Wiley & Sons.",SG,Noun,ju,Instrumental Feminine - Second declension,--
Russian,Number,"Corbett, G. G. (2000). Number. Cambridge University Press.",SG,Noun,i,Prepositional Feminine - Third declension,--
Russian,Number,"Corbett, G. G. (2000). Number. Cambridge University Press.",PL,Noun,i,Nominative Feminine - Third declension,--
Russian,Number,"Wade, T. (2020). A comprehensive Russian grammar. John Wiley & Sons.",PL,Noun,ej,Genitive Feminine - Third declension,--
Russian,Number,"Wade, T. (2020). A comprehensive Russian grammar. John Wiley & Sons.",PL,Noun,jam,Dative Feminine - Third declension,--
Russian,Number,"Wade, T. (2020). A comprehensive Russian grammar. John Wiley & Sons.",PL,Noun,jami,Instrumental Feminine - Third declension,--
Russian,Number,"Wade, T. (2020). A comprehensive Russian grammar. John Wiley & Sons.",PL,Noun,ah,Prepositional Feminine    - Third declension,--
Russian,Number,"Corbett, G. G. (2000). Number. Cambridge University Press.",PL,Noun,di,indicates plurality for the noun (p. 142) - Third declension,--
Russian,Number,"Corbett, G. G. (2000). Number. Cambridge University Press.",SG,Noun,la,shows singular oblique - Third declension,--
Russian,Number,"Corbett, G. G. (2000). Number. Cambridge University Press.",PL,Noun,le,shows plural oblique - Third declension,--
Russian,Number,"Corbett, G. G. (2000). Number. Cambridge University Press.",PL,Noun,de, - Third declension,--
Russian,Number,"Corbett, G. G. (2000). Number. Cambridge University Press.",SG,Noun,in, - Third declension,--
Russian,Number,"Corbett, G. G. (2000). Number. Cambridge University Press.",SG,Pronoun,ty,"reserved for familiar use (e.g., children) - Third declension",--
Russian,Number,"Wade, T. (2020). A comprehensive Russian grammar. John Wiley & Sons.",SG,Pronoun,ja,1Person Nominative  ,--
Russian,Number,"Wade, T. (2020). A comprehensive Russian grammar. John Wiley & Sons.",SG,Pronoun,menja,1Person Accusative/ Genitive,--
Russian,Number,"Wade, T. (2020). A comprehensive Russian grammar. John Wiley & Sons.",SG,Pronoun,mne,1Person Dative,--
Russian,Number,"Wade, T. (2020). A comprehensive Russian grammar. John Wiley & Sons.",SG,Pronoun,mnoj,1Person Instrumental,--
Russian,Number,"Wade, T. (2020). A comprehensive Russian grammar. John Wiley & Sons.",SG,Pronoun,mne,1Person Prepositional,--
Russian,Number,"Wade, T. (2020). A comprehensive Russian grammar. John Wiley & Sons.",SG,Pronoun,ty,2Person Nominative  ,--
Russian,Number,"Wade, T. (2020). A comprehensive Russian grammar. John Wiley & Sons.",SG,Pronoun,tebja,2Person Accusative/ Genitive,--
Russian,Number,"Wade, T. (2020). A comprehensive Russian grammar. John Wiley & Sons.",SG,Pronoun,tebe,2Person Dative,--
Russian,Number,"Wade, T. (2020). A comprehensive Russian grammar. John Wiley & Sons.",SG,Pronoun,toboj,2Person Instrumental,--
Russian,Number,"Wade, T. (2020). A comprehensive Russian grammar. John Wiley & Sons.",SG,Pronoun,tebe,2Person Prepositional,--
Russian,Number,"Wade, T. (2020). A comprehensive Russian grammar. John Wiley & Sons.",SG,Pronoun,ono,3Person Nominative neuter,--
Russian,Number,"Wade, T. (2020). A comprehensive Russian grammar. John Wiley & Sons.",SG,Pronoun,on ,3Person Nominative masculine,--
Russian,Number,"Wade, T. (2020). A comprehensive Russian grammar. John Wiley & Sons.",SG,Pronoun,ego,3Person Accusative/ Genitive neuter/ masculine,--
Russian,Number,"Wade, T. (2020). A comprehensive Russian grammar. John Wiley & Sons.",SG,Pronoun,emu,3Person Dative neuter/ masculine,--
Russian,Number,"Wade, T. (2020). A comprehensive Russian grammar. John Wiley & Sons.",SG,Pronoun,im,3Person Instrumental neuter/ masculine,--
Russian,Number,"Wade, T. (2020). A comprehensive Russian grammar. John Wiley & Sons.",SG,Pronoun,nem,3Person Prepositional neuter/ masculine,--
Russian,Number,"Wade, T. (2020). A comprehensive Russian grammar. John Wiley & Sons.",SG,Pronoun,ona,3Person Nominative feminine,--
Russian,Number,"Wade, T. (2020). A comprehensive Russian grammar. John Wiley & Sons.",SG,Pronoun,её,3Person Accusative/ genitive feminine,--
Russian,Number,"Wade, T. (2020). A comprehensive Russian grammar. John Wiley & Sons.",SG,Pronoun,ej,3Person Dative feminine,--
Russian,Number,"Wade, T. (2020). A comprehensive Russian grammar. John Wiley & Sons.",SG,Pronoun,ej,3Person Instrumental feminine,--
Russian,Number,"Wade, T. (2020). A comprehensive Russian grammar. John Wiley & Sons.",SG,Pronoun,nej,3Person Prepositional feminine ,--
Russian,Number,"Wade, T. (2020). A comprehensive Russian grammar. John Wiley & Sons.",PL,Pronoun,my,1Person Nominative,--
Russian,Number,"Wade, T. (2020). A comprehensive Russian grammar. John Wiley & Sons.",PL,Pronoun,nas,1Person Accusative/ Genitive,--
Russian,Number,"Wade, T. (2020). A comprehensive Russian grammar. John Wiley & Sons.",PL,Pronoun,nas,1Person Dative,--
Russian,Number,"Wade, T. (2020). A comprehensive Russian grammar. John Wiley & Sons.",PL,Pronoun,nam,1Person Instrumental,--
Russian,Number,"Wade, T. (2020). A comprehensive Russian grammar. John Wiley & Sons.",PL,Pronoun,nami,1Person Prepositional,--
Russian,Number,"Wade, T. (2020). A comprehensive Russian grammar. John Wiley & Sons.",PL,Pronoun,nas,1Person Nominative,--
Russian,Number,"Wade, T. (2020). A comprehensive Russian grammar. John Wiley & Sons.",PL,Pronoun,vy,2Person Accusative/ Genitive,--
Russian,Number,"Wade, T. (2020). A comprehensive Russian grammar. John Wiley & Sons.",PL,Pronoun,vam,2Person Dative,--
Russian,Number,"Wade, T. (2020). A comprehensive Russian grammar. John Wiley & Sons.",SG,Subject Verb Agreement,esm,3Person,--
Russian,Number,"Wade, T. (2020). A comprehensive Russian grammar. John Wiley & Sons.",SG,Subject Verb Agreement,esi,3Person,--
Russian,Number,"Wade, T. (2020). A comprehensive Russian grammar. John Wiley & Sons.",SG,Subject Verb Agreement,est',3Person,--
Russian,Number,"Wade, T. (2020). A comprehensive Russian grammar. John Wiley & Sons.",SG,Subject Verb Agreement,esmý,3Person,--
Russian,Number,"Wade, T. (2020). A comprehensive Russian grammar. John Wiley & Sons.",SG,Subject Verb Agreement,éste,3Person,--
Russian,Number,"Wade, T. (2020). A comprehensive Russian grammar. John Wiley & Sons.",SG,Subject Verb Agreement,sutʹ,3Person,--
Russian,Number,"Wade, T. (2020). A comprehensive Russian grammar. John Wiley & Sons.",SG,Adjective Noun Agreement,yj,Nominative masculine,--
Russian,Number,"Wade, T. (2020). A comprehensive Russian grammar. John Wiley & Sons.",SG,Adjective Noun Agreement,ij,Nominative masculine,--
Russian,Number,"Wade, T. (2020). A comprehensive Russian grammar. John Wiley & Sons.",SG,Adjective Noun Agreement,oj,Nominative masculine,--
Russian,Number,"Wade, T. (2020). A comprehensive Russian grammar. John Wiley & Sons.",SG,Adjective Noun Agreement,yj,Accusative masculine  - Inanimate,--
Russian,Number,"Wade, T. (2020). A comprehensive Russian grammar. John Wiley & Sons.",SG,Adjective Noun Agreement,ij,Accusative masculine  - Inanimate   ,--
Russian,Number,"Wade, T. (2020). A comprehensive Russian grammar. John Wiley & Sons.",SG,Adjective Noun Agreement,oj,Accusative masculine  - Inanimate   ,--
Russian,Number,"Wade, T. (2020). A comprehensive Russian grammar. John Wiley & Sons.",SG,Adjective Noun Agreement,ogo,Accusative masculine  - Inanimate   ,--
Russian,Number,"Wade, T. (2020). A comprehensive Russian grammar. John Wiley & Sons.",SG,Adjective Noun Agreement,ego,Accusative masculine - Animate  ,--
Russian,Number,"Wade, T. (2020). A comprehensive Russian grammar. John Wiley & Sons.",SG,Adjective Noun Agreement,ogo,Genitive masculine/ neuter,--
Russian,Number,"Wade, T. (2020). A comprehensive Russian grammar. John Wiley & Sons.",SG,Adjective Noun Agreement,ego,Genitive masculine/ neuter,--
Russian,Number,"Wade, T. (2020). A comprehensive Russian grammar. John Wiley & Sons.",SG,Adjective Noun Agreement,-omu,Prepositional masculine,--
Russian,Number,"Wade, T. (2020). A comprehensive Russian grammar. John Wiley & Sons.",SG,Adjective Noun Agreement,ём,Prepositional masculine,--
Russian,Number,"Wade, T. (2020). A comprehensive Russian grammar. John Wiley & Sons.",SG,Adjective Noun Agreement,em,Prepositional masculine,--
Russian,Number,"Wade, T. (2020). A comprehensive Russian grammar. John Wiley & Sons.",SG,Adjective Noun Agreement,-omu,Dative masculine,--
Russian,Number,"Wade, T. (2020). A comprehensive Russian grammar. John Wiley & Sons.",SG,Adjective Noun Agreement,emu,Dative masculine,--
Russian,Number,"Wade, T. (2020). A comprehensive Russian grammar. John Wiley & Sons.",SG,Adjective Noun Agreement,-ym,Instrumental masculine,--
Russian,Number,"Wade, T. (2020). A comprehensive Russian grammar. John Wiley & Sons.",SG,Adjective Noun Agreement,im,Instrumental masculine,--
Russian,Number,"Wade, T. (2020). A comprehensive Russian grammar. John Wiley & Sons.",SG,Adjective Noun Agreement,oe,Nominative/ Accusative,--
Russian,Number,"Wade, T. (2020). A comprehensive Russian grammar. John Wiley & Sons.",SG,Adjective Noun Agreement,ee,Nominative/ Accusative,--
Russian,Number,"Wade, T. (2020). A comprehensive Russian grammar. John Wiley & Sons.",SG,Adjective Noun Agreement,-om ,Prepositional neuter,--
Russian,Number,"Wade, T. (2020). A comprehensive Russian grammar. John Wiley & Sons.",SG,Adjective Noun Agreement,em,Prepositional neuter,--
Russian,Number,"Wade, T. (2020). A comprehensive Russian grammar. John Wiley & Sons.",SG,Adjective Noun Agreement,-omu,Dative neuter,--
Russian,Number,"Wade, T. (2020). A comprehensive Russian grammar. John Wiley & Sons.",SG,Adjective Noun Agreement,emu,Dative neuter,--
Russian,Number,"Wade, T. (2020). A comprehensive Russian grammar. John Wiley & Sons.",SG,Adjective Noun Agreement,-ym,Instrumental neuter,--
Russian,Number,"Wade, T. (2020). A comprehensive Russian grammar. John Wiley & Sons.",SG,Adjective Noun Agreement,im,Instrumental neuter,--
